2026-02-05 10:20:27 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:12 | INFO     | __main__:1290 | 币种监视已保存到 DB: user_id=1, symbols=['1000CHEEMSUSDT', '1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'], timeframes=['2小时']
2026-02-05 10:21:13 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28790
2026-02-05 10:21:13 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CHEEMSUSDT&interval=2h&limit=500 HTTP/1.1" 200 23225
2026-02-05 10:21:13 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:14 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28791
2026-02-05 10:21:14 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:15 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CATUSDT&interval=2h&limit=500 HTTP/1.1" 200 22009
2026-02-05 10:21:15 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:16 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28793
2026-02-05 10:21:16 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:17 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ADXUSDT&interval=2h&limit=500 HTTP/1.1" 200 20312
2026-02-05 10:21:17 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:18 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28791
2026-02-05 10:21:18 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:19 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=AIUSDT&interval=2h&limit=500 HTTP/1.1" 200 21155
2026-02-05 10:21:19 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:20 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 10:21:20 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:21 | INFO     | __main__:1277 | 币种监视合并: 已有=['1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'],['2小时'] + 本次选择=['1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'],['4小时'] => 合并后=['1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'],['2小时', '4小时']
2026-02-05 10:21:26 | INFO     | backpack_quant_trading.core.binance_monitor:325 | 币种监视已停止
2026-02-05 10:21:26 | INFO     | backpack_quant_trading.core.binance_monitor:318 | 币种监视已启动: ['1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'], ['2小时', '4小时']
2026-02-05 10:21:26 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:26 | INFO     | __main__:1290 | 币种监视已保存到 DB: user_id=1, symbols=['1000CATUSDT', 'ADXUSDT', 'AIUSDT', 'ALICEUSDT'], timeframes=['2小时', '4小时']
2026-02-05 10:21:26 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ALICEUSDT&interval=2h&limit=500 HTTP/1.1" 200 23270
2026-02-05 10:21:26 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:27 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CATUSDT&interval=2h&limit=500 HTTP/1.1" 200 22009
2026-02-05 10:21:27 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:32 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28790
2026-02-05 10:21:32 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28790
2026-02-05 10:21:32 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:33 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CATUSDT&interval=4h&limit=500 HTTP/1.1" 200 22948
2026-02-05 10:21:33 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:34 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29682
2026-02-05 10:21:34 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:35 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ADXUSDT&interval=2h&limit=500 HTTP/1.1" 200 20312
2026-02-05 10:21:35 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:36 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28789
2026-02-05 10:21:36 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:38 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ADXUSDT&interval=4h&limit=500 HTTP/1.1" 200 21243
2026-02-05 10:21:38 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:39 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29682
2026-02-05 10:21:39 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:41 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=AIUSDT&interval=2h&limit=500 HTTP/1.1" 200 21156
2026-02-05 10:21:41 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:43 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 10:21:43 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:43 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=AIUSDT&interval=4h&limit=500 HTTP/1.1" 200 22301
2026-02-05 10:21:43 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:44 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29681
2026-02-05 10:21:45 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:49 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ALICEUSDT&interval=2h&limit=500 HTTP/1.1" 200 23270
2026-02-05 10:21:49 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:50 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28791
2026-02-05 10:21:50 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:51 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ALICEUSDT&interval=4h&limit=500 HTTP/1.1" 200 24378
2026-02-05 10:21:52 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:21:54 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29683
2026-02-05 10:22:09 | INFO     | backpack_quant_trading.core.binance_monitor:325 | 币种监视已停止
2026-02-05 10:32:58 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:32:59 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295476
2026-02-05 10:32:59 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 10:33:04 | INFO     | __main__:1294 | 币种监视合并：已有=[],[] + 本次选择=['0GUSDT'],['2小时'] => 合并后=['0GUSDT'],['2小时']
2026-02-05 10:33:04 | INFO     | backpack_quant_trading.core.binance_monitor:322 | 币种监视已启动: ['0GUSDT'], ['2小时']
2026-02-05 10:33:04 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:33:04 | INFO     | __main__:1308 | 币种监视已保存到 DB: user_id=1, symbols=['0GUSDT'], timeframes=['2小时']
2026-02-05 10:33:05 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23191
2026-02-05 10:33:05 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:33:06 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28790
2026-02-05 10:34:06 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:34:07 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23191
2026-02-05 10:34:07 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:34:07 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 10:34:17 | INFO     | backpack_quant_trading.core.binance_monitor:330 | 币种监视已停止
2026-02-05 10:36:33 | INFO     | __main__:1294 | 币种监视合并：已有=[],[] + 本次选择=['0GUSDT'],['2小时'] => 合并后=['0GUSDT'],['2小时']
2026-02-05 10:36:33 | INFO     | backpack_quant_trading.core.binance_monitor:322 | 币种监视已启动: ['0GUSDT'], ['2小时']
2026-02-05 10:36:33 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:36:33 | INFO     | __main__:1308 | 币种监视已保存到 DB: user_id=1, symbols=['0GUSDT'], timeframes=['2小时']
2026-02-05 10:36:34 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23194
2026-02-05 10:36:34 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:36:35 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 10:36:57 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:36:58 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295476
2026-02-05 10:36:59 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 10:37:03 | INFO     | __main__:1262 | 币种监视合并：从内存实例获取到已有配置 symbols=['0GUSDT'], timeframes=['2小时']
2026-02-05 10:37:03 | INFO     | __main__:1294 | 币种监视合并：已有=['0GUSDT'],['2小时'] + 本次选择=['1000CATUSDT'],['4小时'] => 合并后=['0GUSDT', '1000CATUSDT'],['2小时', '4小时']
2026-02-05 10:37:03 | INFO     | __main__:1298 | 币种监视：由于配置变更，正在停止旧实例 (user_id=1)
2026-02-05 10:37:03 | INFO     | backpack_quant_trading.core.binance_monitor:330 | 币种监视已停止
2026-02-05 10:37:03 | INFO     | backpack_quant_trading.core.binance_monitor:322 | 币种监视已启动: ['0GUSDT', '1000CATUSDT'], ['2小时', '4小时']
2026-02-05 10:37:03 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:03 | INFO     | __main__:1308 | 币种监视已保存到 DB: user_id=1, symbols=['0GUSDT', '1000CATUSDT'], timeframes=['2小时', '4小时']
2026-02-05 10:37:04 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23194
2026-02-05 10:37:04 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:05 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28790
2026-02-05 10:37:05 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:06 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=4h&limit=500 HTTP/1.1" 200 23977
2026-02-05 10:37:06 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:06 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29681
2026-02-05 10:37:06 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:07 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CATUSDT&interval=2h&limit=500 HTTP/1.1" 200 22010
2026-02-05 10:37:07 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:08 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 10:37:08 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:09 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=1000CATUSDT&interval=4h&limit=500 HTTP/1.1" 200 22948
2026-02-05 10:37:09 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:37:10 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29683
2026-02-05 10:38:01 | INFO     | __main__:1319 | 币种监视：用户请求停止监视 (user_id=1)
2026-02-05 10:38:01 | INFO     | backpack_quant_trading.core.binance_monitor:330 | 币种监视已停止
2026-02-05 10:40:42 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:40:43 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295476
2026-02-05 10:40:44 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 10:44:33 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:44:35 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295477
2026-02-05 10:44:36 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 10:48:00 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:48:01 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295476
2026-02-05 10:48:01 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 10:56:37 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 10:56:38 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 295474
2026-02-05 10:56:38 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 11:06:01 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:06:02 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 296552
2026-02-05 11:06:03 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 11:15:30 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:15:32 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/exchangeInfo HTTP/1.1" 200 296552
2026-02-05 11:15:33 | DEBUG    | backpack_quant_trading.core.binance_monitor:91 | 币种列表已缓存，共 446 个 USDT 交易对
2026-02-05 11:15:36 | INFO     | __main__:1298 | 币种监视合并结果: [('0GUSDT', '2小时')]
2026-02-05 11:15:36 | INFO     | backpack_quant_trading.core.binance_monitor:327 | 币种监视已启动: ['0GUSDT'], ['2小时']
2026-02-05 11:15:36 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:15:36 | INFO     | __main__:1313 | 币种监视已保存到 DB: user_id=1, pairs=[('0GUSDT', '2小时')]
2026-02-05 11:15:37 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23198
2026-02-05 11:15:37 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:15:38 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28792
2026-02-05 11:15:57 | INFO     | __main__:1264 | 币种监视合并：从内存获取到已有配对 [('0GUSDT', '2小时')]
2026-02-05 11:15:57 | INFO     | __main__:1298 | 币种监视合并结果: [('0GUSDT', '2小时'), ('0GUSDT', '4小时')]
2026-02-05 11:15:57 | INFO     | backpack_quant_trading.core.binance_monitor:335 | 币种监视已停止
2026-02-05 11:15:57 | INFO     | backpack_quant_trading.core.binance_monitor:327 | 币种监视已启动: ['0GUSDT'], ['2小时', '4小时']
2026-02-05 11:15:57 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:15:57 | INFO     | __main__:1313 | 币种监视已保存到 DB: user_id=1, pairs=[('0GUSDT', '2小时'), ('0GUSDT', '4小时')]
2026-02-05 11:15:58 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=2h&limit=500 HTTP/1.1" 200 23196
2026-02-05 11:15:58 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:15:59 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=2h&limit=500 HTTP/1.1" 200 28793
2026-02-05 11:15:59 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:16:00 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=0GUSDT&interval=4h&limit=500 HTTP/1.1" 200 23978
2026-02-05 11:16:00 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): api.binance.com:443
2026-02-05 11:16:01 | DEBUG    | urllib3.connectionpool:475 | https://api.binance.com:443 "GET /api/v3/klines?symbol=ETHUSDT&interval=4h&limit=500 HTTP/1.1" 200 29683
2026-02-05 11:16:45 | INFO     | __main__:1264 | 币种监视合并：从内存获取到已有配对 [('0GUSDT', '2小时'), ('0GUSDT', '4小时')]
